Word,TF,IDF,TF-IDF
human,0.028958661356549658,4.6994970815440675,0.1360911445305281
cancer,0.013460529159334383,4.105722374797326,0.05526519574609101
cell,0.048593745176129174,1.0893098960057963,0.05293364750434144
rnaseq,0.025315674107005033,1.4056642242264534,0.035585337404392944
breast,0.004785279861689975,6.518655524960237,0.031193591008886315
gene,0.01630082430304714,1.879083912254813,0.03063061670434816
expression,0.014911549504491988,1.9269083593042862,0.028733189390385296
analysis,0.01426322126516625,1.9789131442946009,0.028225676041619758
rna,0.00957055972337995,2.7652375497087296,0.026464871118820232
patient,0.0032416411966286933,7.617267813628347,0.024692449150411425
line,0.004939643728196104,4.943119164201818,0.024417247577175474
sequence,0.008767867617548084,2.6268352268496105,0.023031743522129274
transcriptome,0.009971905776295885,2.2559756479189215,0.022496376594665544
reveal,0.006112809113642679,3.1342652616144626,0.019159165255770542
stem,0.007255101725788028,2.508296618811229,0.01819794712792562
profile,0.005896699700534099,2.9972090151465047,0.017673641502052494
target,0.004661788768485073,3.5654828658250417,0.01662152797812915
transcriptional,0.005124880368003458,2.939776966060629,0.015066005259672884
carcinoma,0.002716804050507857,5.477201650132076,0.014880483628527143
profiling,0.004291315488870366,3.2997797000920364,0.014160395736864966
response,0.00404433330246056,3.2415107919680604,0.01310975004624173
control,0.004260442715569139,2.9538287195162796,0.012584618051102052
pluripotent,0.0026859312772066313,4.672828834461906,0.01255089711951424
induce,0.003426877836436047,3.6564546440307684,0.012530223379562697
prostate,0.0023463307708931494,5.265892556464869,0.012355525741450712
regulate,0.004353061035472817,2.825618060697637,0.012300087881151148
knockdown,0.002377203544194375,5.05231845616681,0.012010389340398393
protein,0.0034577506097372727,3.4662279077297007,0.011985351661440723
transcription,0.003581241702942175,3.2997797000920364,0.011817308672491623
novel,0.002716804050507857,4.267363726353742,0.01159359105674815
epithelial,0.0028402951437127596,4.076308489591033,0.011577919207260505
identify,0.002562440184001729,4.503752504417972,0.011540596396119035
transcriptomic,0.0028402951437127596,4.061919752138933,0.011537050946151147
effect,0.0032107684233274674,3.5919161228931973,0.011532810866626301
differentiation,0.0035503689296409497,3.247819961161325,0.011530959079174844
tumor,0.002994659010218888,3.777815501035036,0.011313269229119153
genomewide,0.0030255317835201135,3.72544751551772,0.011271459866034903
inhibitor,0.0022537124509894725,4.909217612526136,0.011063964857966966
mrna,0.002994659010218888,3.6660240950469194,0.010978492087911802
pathway,0.0026241857306041803,4.183280609143201,0.01097770528162675
regulation,0.0030564045568213394,3.5063939494550356,0.010716958445125144
primary,0.002284585224290698,4.596842927483984,0.010501879430515107
factor,0.003087277330122565,3.39776010845224,0.010489827756019388
inhibition,0.002284585224290698,4.5492148784947295,0.010393069093532463
rnas,0.002006730264579667,5.174920778259143,0.010384670142534786
treatment,0.0022537124509894725,4.526225360270031,0.010200810450424879
identification,0.0024080763174956004,4.216070431966191,0.01015261936011123
treat,0.0023463307708931494,4.321430947624018,0.010139506406700175
model,0.002809422370411534,3.5919161228931973,0.010091209508298013
datum,0.0023463307708931494,4.199541130014981,0.009853512576985538
tissue,0.0026550585039054058,3.7052448082002005,0.009837641737063297
derive,0.0020376030378808927,4.813907432721812,0.009808832408991372
global,0.0024080763174956004,4.061919752138933,0.009781412758693363
splicing,0.0021610941310857956,4.503752504417972,0.009733033105160632
network,0.0022228396776882466,4.359171275606864,0.009689738873257825
lung,0.0023154579975919235,4.120760252161866,0.009541447282027105
promote,0.0024389490907968264,3.8677637376979757,0.009433278851475413
receptor,0.0022228396776882466,4.232877550282573,0.009409008169563929
normal,0.001944984717977216,4.813907432721812,0.009362976390400856
signature,0.0019758574912784417,4.7268960557321815,0.009339672982212948
melanoma,0.0015745114383625082,5.912519721389922,0.009309329930872343
mutation,0.0019141119446759902,4.755066932698878,0.009101730413612745
dna,0.0023154579975919235,3.8677637376979757,0.008955644479248808
endothelial,0.0016671297582661851,5.365976015021851,0.008945778296785526
signal,0.002469821864098052,3.5830271754759515,0.008849438857647992
disease,0.002191966904387021,4.0199555530399005,0.008811609529370285
enhancer,0.0021610941310857956,4.061919752138933,0.008778190937288917
transcript,0.0016671297582661851,5.174920778259143,0.008627264426105823
associate,0.0018832391713747645,4.5727453759049235,0.008611573212626974
splice,0.0015436386650612825,5.537826271948511,0.008548402753771897
activation,0.0022228396776882466,3.810605323858027,0.008470364709881693
generation,0.0023154579975919235,3.646975900076225,0.0084444195148565
sample,0.0014818931184588313,5.6713576645730335,0.008404345895449528
virus,0.0014510203451576055,5.745465636726755,0.008336787531294418
functional,0.0017906208514710876,4.596842927483984,0.008231202796890219
healthy,0.0009879287456392208,8.310414994188292,0.008210097860949813
alternative,0.0018214936247723133,4.481773597699197,0.008163522035881962
multiple,0.0015127658917600568,5.365976015021851,0.008117465491527606
epigenetic,0.0019758574912784417,4.076308489591033,0.00805420466592035
change,0.002191966904387021,3.6564546440307684,0.00801482756710767
bind,0.0018832391713747645,4.216070431966191,0.007939868986753655
resistance,0.0014818931184588313,5.314682720634301,0.00787579175050003
blood,0.0014201475718563798,5.537826271948511,0.007864530533470146
regulatory,0.0021302213577845696,3.6854421809040208,0.007850807646641889
single,0.002099348584483344,3.735704015684909,0.007842544937376858
noncoding,0.0016362569849649594,4.784054469572131,0.007827942542290233
therapeutic,0.0013275292519527029,5.8255083444002915,0.007733532734685948
infection,0.001759748078169862,4.359171275606864,0.007671043274662445
fibroblast,0.0017288753048686364,4.359171275606864,0.00753646356808942
glioblastoma,0.0011114198388441233,6.700977081754192,0.007447598868301407
activity,0.0017906208514710876,4.136027724292655,0.007406057485380938
long,0.0015745114383625082,4.621535540074356,0.0072766605706459245
molecular,0.0016053842116637337,4.439213983280401,0.007126644040955229
study,0.0013275292519527029,5.314682720634301,0.00705539677648961
chromatin,0.0019758574912784417,3.5397303697226272,0.006994002768122261
small,0.0014818931184588313,4.621535540074356,0.006848621713549106
mechanism,0.0015127658917600568,4.526225360270031,0.006847119343435877
site,0.0011731653854465747,5.6713576645730335,0.006653440500564208
landscape,0.0015745114383625082,4.216070431966191,0.006638251120072729
distinct,0.0016053842116637337,4.120760252161866,0.006615403448872126
genome,0.0014818931184588313,4.460267392478233,0.006609639555399808
methylation,0.0016362569849649594,4.006349900984122,0.006555418009698943
rnasequence,0.0013275292519527029,4.909217612526136,0.006517129984829856
express,0.0014201475718563798,4.5727453759049235,0.006493973242308866
role,0.001852366398073539,3.482101256885991,0.006450127362945246
leukemia,0.0015436386650612825,4.136027724292655,0.006384532314983568
translation,0.0011731653854465747,5.265892556464869,0.006177762870725356
cellular,0.0012966564786514772,4.755066932698878,0.006165688344705408
function,0.0018832391713747645,3.273462391774663,0.006164712602212171
embryonic,0.002006730264579667,3.0529196221605104,0.0061263862011186184
histone,0.0015436386650612825,3.9537061674987,0.006103093710442253
mediate,0.0012966564786514772,4.5727453759049235,0.005929279916890703
type,0.0017906208514710876,3.273462391774663,0.00586153001521813
complex,0.0012966564786514772,4.460267392478233,0.005783434610974832
reprogramme,0.0014510203451576055,3.979681653901961,0.0057745990470622136
culture,0.001142292612145349,5.05231845616681,0.005771226046684942
therapy,0.0009570559723379951,6.007829901194246,0.005749829487728741
mirna,0.0009879287456392208,5.745465636726755,0.00567611065960471
neural,0.0013892747985551543,4.076308489591033,0.005663112655725247
progenitor,0.0016053842116637337,3.514624448591551,0.005642322599696232
colorectal,0.0008644376524343182,6.518655524960237,0.005634971279024625
pancreatic,0.0012966564786514772,4.303081808955821,0.005579618905749884
genomic,0.0012040381587478002,4.5727453759049235,0.005505759922827082
airway,0.0008644376524343182,6.364504845132979,0.005501717627233596
integrative,0.0008644376524343182,6.364504845132979,0.005501717627233596
estrogen,0.0008953104257355438,6.113190416852072,0.005473203114714276
differential,0.0011731653854465747,4.621535540074356,0.005421825523226375
neuroblastoma,0.0006483282393257386,8.310414994188292,0.0053878767212483135
characterization,0.001142292612145349,4.6994970815440675,0.005368200797046417
aml,0.0009570559723379951,5.602364793086082,0.005361776684439151
singlecell,0.0013892747985551543,3.788626417139252,0.0052634432024718705
metastasis,0.0009261831990367695,5.6713576645730335,0.005252716184655954
modulate,0.001142292612145349,4.5727453759049235,0.005223413260118001
ipsc,0.0007718193325306412,6.700977081754192,0.005171943658542645
proliferation,0.0009879287456392208,5.174920778259143,0.005112452993247895
integrate,0.0008026921058318668,6.364504845132979,0.005108737796716911
drug,0.0008026921058318668,6.364504845132979,0.005108737796716911
kinase,0.0008335648791330926,6.113190416852072,0.005095740830940877
monocyte,0.0008953104257355438,5.6713576645730335,0.005077625645167422
adenocarcinoma,0.0007718193325306412,6.518655524960237,0.005031224356271987
acute,0.001142292612145349,4.398391988760146,0.005024250674080004
p53,0.0008953104257355438,5.602364793086082,0.005015855608023721
nuclear,0.0010188015189404463,4.909217612526136,0.005001518360450819
androgen,0.0007409465592294156,6.700977081754192,0.004965065912200939
dynamic,0.0012657837053502517,3.8677637376979757,0.004895752315322683
macrophage,0.0013892747985551543,3.522923251406246,0.004894308490422682
colon,0.0008644376524343182,5.602364793086082,0.004842895069816007
specific,0.001049674292241672,4.596842927483984,0.004825187846452887
quantitative,0.0012040381587478002,4.006349900984122,0.004823798158080354
program,0.0011731653854465747,4.090907289012185,0.004799310826540183
facilitate,0.001142292612145349,4.199541130014981,0.004797104807216643
promoter,0.0008953104257355438,5.265892556464869,0.004714608506606193
overexpression,0.0008953104257355438,5.265892556464869,0.004714608506606193
hypoxia,0.000617455466024513,7.617267813628347,0.004703323647697414
discovery,0.0006792010126269643,6.9241206330684015,0.004702869745531316
impact,0.0009261831990367695,5.05231845616681,0.004679372470285088
mapping,0.0008026921058318668,5.8255083444002915,0.004676089560507782
interaction,0.0009879287456392208,4.7268960557321815,0.004669836491106474
host,0.0008644376524343182,5.365976015021851,0.0046385517094443465
variation,0.0007718193325306412,6.007829901194246,0.004636959264297372
drive,0.0010188015189404463,4.5492148784947295,0.004634747028196908
polymerase,0.0007409465592294156,6.230973452508456,0.004616818340285973
differentiate,0.0009261831990367695,4.978210484013088,0.0046107349115616265
microrna,0.0008335648791330926,5.477201650132076,0.0045656029314799194
mesenchymal,0.0008953104257355438,5.091539169320091,0.004558508101333168
mutant,0.001142292612145349,3.979681653901961,0.004545960951942593
activate,0.0009879287456392208,4.5727453759049235,0.004517546603345298
neuron,0.0012657837053502517,3.5654828658250417,0.004513130113266856
ovarian,0.0006483282393257386,6.9241206330684015,0.0044891029389162555
senescence,0.0006483282393257386,6.9241206330684015,0.0044891029389162555
metastatic,0.0006792010126269643,6.518655524960237,0.004427477433519349
high,0.0010188015189404463,4.321430947624018,0.004402680413435602
growth,0.0008953104257355438,4.909217612526136,0.004395273710699205
ipscderive,0.000524837146120836,8.310414994188292,0.004361614488629587
different,0.0008953104257355438,4.844679091388565,0.004337491699863184
follow,0.0009261831990367695,4.672828834461906,0.004327895558453187
define,0.0008953104257355438,4.813907432721812,0.004309941513041664
alter,0.0008644376524343182,4.943119164201818,0.0042730183260057085
stress,0.0008953104257355438,4.755066932698878,0.0042572609999156396
rnasequencing,0.0008953104257355438,4.755066932698878,0.0042572609999156396
immune,0.0009261831990367695,4.5727453759049235,0.004235199940636217
link,0.0008335648791330926,5.05231845616681,0.004211435223256579
endogenous,0.0007409465592294156,5.602364793086082,0.004151052916985149
brain,0.001049674292241672,3.9537061674987,0.004150103723100732
negative,0.0007100737859281899,5.8255083444002915,0.004136540765064577
phenotype,0.0008026921058318668,5.091539169320091,0.004086938297746978
variant,0.0007100737859281899,5.745465636726755,0.004079704536590885
cd4,0.0008335648791330926,4.876427789703146,0.0040648189411251565
differentially,0.0007100737859281899,5.6713576645730335,0.004027082408236231
syndrome,0.0008026921058318668,5.014578128183963,0.004025162277570406
survival,0.0007409465592294156,5.420043236292127,0.004015962386805318
organoid,0.0006792010126269643,5.912519721389922,0.004015789381944932
neuronal,0.0008644376524343182,4.596842927483984,0.003973684108843554
lymphoma,0.0006483282393257386,6.113190416852072,0.003963353979620682
highthroughput,0.0006483282393257386,6.113190416852072,0.003963353979620682
