Word,TF,IDF,TF-IDF
mouse,0.026573645841498784,5.827473946998751,0.15485722881810585
rnaseq,0.026312351388780016,1.4367353717228477,0.03780388595346104
cell,0.040448381280865406,0.8822664582249504,0.035686250093601504
gene,0.016644456638185572,1.8858921393290604,0.03138964993735757
expression,0.015677667163126126,1.9646411857613766,0.03080099060533631
analysis,0.014763136578610437,2.0010088299322515,0.029541166651295293
transcriptome,0.01113114368581955,2.3555074944483883,0.026219492373729805
stem,0.008910140837710015,2.718412988137757,0.024221442579367536
development,0.0050429829374722375,4.492472880266411,0.02265546408224027
murine,0.0031094039873533486,6.743764678872906,0.020969088782260087
regulate,0.006297196310522328,3.1812991496146283,0.02003326526762106
embryonic,0.0050429829374722375,3.971175956633125,0.020026572591000838
mice,0.0024561678555564265,8.130059039992796,0.019968789677806246
sequence,0.007682056909931802,2.484612142349559,0.01908693187663689
control,0.005565571842909775,3.2100781141646717,0.017865920365735807
rna,0.0069765618875911265,2.436326901190097,0.016997185404555824
transcriptional,0.005617830733453529,3.018071251636253,0.0169550134331947
type,0.00410232290768467,4.0870077721582465,0.016766225607610062
liver,0.003422957330615871,4.871962501971314,0.016676519760608348
function,0.004023934571869039,4.019185175819485,0.01617293817972357
profile,0.005330406835462883,2.8777856119461664,0.015339768096914582
knockout,0.0026652034177314416,5.56510968253126,0.01483214934593265
wild,0.002534556191372057,5.732163767194426,0.014528491166101207
macrophage,0.003292310104256487,4.345869406074535,0.01430794975739833
differentiation,0.004128452352956547,3.393860591598301,0.014011391744990505
response,0.004206840688772177,3.2548617167916447,0.013692684706525954
neuron,0.0030832745420814717,4.416486973288489,0.013617241850174851
transcription,0.003971675681325285,3.3851269116295466,0.013444626233118838
reveal,0.004677170703665961,2.841792009298261,0.013291546331801853
progenitor,0.003161662877897102,4.198233407268471,0.01327339871650819
role,0.0032661806589846095,4.0357144777706955,0.01318137257247882
factor,0.0036842517833346397,3.5450915613222245,0.013061009906885988
profiling,0.003919416790781532,3.195585106862105,0.012524829924206728
chromatin,0.0031094039873533486,3.971175956633125,0.012347990354036787
adult,0.002586815081915811,4.66432313719307,0.012065741438219904
wildtype,0.001933578950118889,6.184148890937483,0.01195754011991779
wt,0.002142614512293904,5.491001710377538,0.011765099951685561
protein,0.0033706984400721173,3.411560168697702,0.011499340538841513
ko,0.001698413942671997,6.743764678872906,0.011453703956696686
regulation,0.003187792323168979,3.5349391898582065,0.01126865201229916
signal,0.002978756760993964,3.7480324053189147,0.011164476867768187
model,0.002952627315722087,3.6302493696625313,0.010718773451748478
change,0.002743591753547072,3.867379162951481,0.01061050957931346
generation,0.002769721198818949,3.812570926456486,0.01055975851700733
singlecell,0.0024300384102845496,4.323396550222477,0.010506019679932335
hematopoietic,0.0020380967312063963,5.1343267664388055,0.010464254599624436
regulatory,0.0026652034177314416,3.895952535395537,0.01038350601265566
single,0.002612944527187688,3.9404042979663707,0.010296057845278072
effect,0.002952627315722087,3.485668140851424,0.010291878966220138
tissue,0.0026652034177314416,3.699242241149483,0.00985923306412812
mrna,0.002769721198818949,3.5553480614894135,0.009847322895087085
muscle,0.0020642261764782736,4.762763210006322,0.009831420490462739
dynamic,0.0022210028481095346,4.416486973288489,0.00980903014631239
lineage,0.0020380967312063963,4.762763210006322,0.009706972129823969
require,0.0019074495048470121,5.085536602269373,0.009700404273880072
brain,0.0020642261764782736,4.603698515376635,0.009503074984054616
target,0.003031015651537718,3.1328467662286816,0.009495707582308461
early,0.0018813200595751353,5.039016586634481,0.009480002984967276
induce,0.002743591753547072,3.42957867420038,0.009409363768677063
mutant,0.0020642261764782736,4.546540101536687,0.009385087090000218
activation,0.002351650074468919,3.867379162951481,0.009094722496554396
tumor,0.002534556191372057,3.5867642577227925,0.009090855556403304
genomewide,0.0025606856366439342,3.5450915613222245,0.00907786504166544
heart,0.0016200256068563664,5.56510968253126,0.009015620190664944
intestinal,0.001698413942671997,5.239687282096632,0.008899157935154061
dna,0.0022993911839251655,3.8395995988444054,0.008828741467385428
state,0.0018029317237595046,4.7978545298175925,0.008650204137791379
quantitative,0.001933578950118889,4.4664973938631505,0.008636325341534664
loss,0.0017506728332157507,4.911183215124596,0.008597875033663816
histone,0.0020380967312063963,4.21803603456465,0.008596765454157005
reprogramme,0.0019858378406626426,4.301417643503702,0.008541917924963584
promote,0.0022210028481095346,3.7606111875257753,0.008352328158127326
microglia,0.0010190483656031982,8.130059039992796,0.008284923376962164
methylation,0.001959708395390766,4.159767126440674,0.008151930560556311
developmental,0.0013848605994094744,5.827473946998751,0.008070239063283786
program,0.0017768022784876278,4.492472880266411,0.007982236049701235
mammalian,0.0013848605994094744,5.732163767194426,0.007938247750550144
neural,0.0018290611690313814,4.323396550222477,0.007907756748336166
essential,0.0014109900446813515,5.491001710377538,0.00774774874867098
disease,0.001933578950118889,3.8815637979434374,0.007505310053246959
leukemia,0.001724543387943874,4.21803603456465,0.007274186153517465
enhancer,0.0018551906143032583,3.91055133481669,0.007254818133103001
vivo,0.0014109900446813515,5.1343267664388055,0.007244483953586149
distinct,0.001724543387943874,4.178815321411369,0.00720654833197853
facilitate,0.0015938961615844895,4.519141127348572,0.007203041696539491
epigenetic,0.0018029317237595046,3.971175956633125,0.007159759112844859
fate,0.001306472263593844,5.422008838890586,0.0070837041609712135
cardiac,0.0013326017088657208,5.296845695936581,0.007058585626003125
memory,0.0013326017088657208,5.239687282096632,0.006982416226043956
lung,0.0018029317237595046,3.853392920976741,0.006947404341339268
activity,0.001698413942671997,4.0870077721582465,0.0069414309840423825
global,0.0018290611690313814,3.7733502133032046,0.006901688352309172
deletion,0.00125421337305009,5.491001710377538,0.006886887776596426
comparison,0.0014109900446813515,4.871962501971314,0.006874290588342374
regulator,0.0014371194899532283,4.762763210006322,0.006844659835132287
bone,0.0012280839277782132,5.491001710377538,0.006743410947917334
epithelial,0.0018290611690313814,3.65272222551459,0.006681052383946625
mammary,0.00125421337305009,5.296845695936581,0.00664337470682647
transcriptomic,0.0018290611690313814,3.6082704629437563,0.006599747391133311
landscape,0.0015677667163126127,4.198233407268471,0.006581850603227202
pluripotency,0.00125421337305009,5.239687282096632,0.006571685859806076
high,0.0014109900446813515,4.633551478526316,0.006537895007719189
bind,0.0015938961615844895,4.069616029446377,0.0064865453684572905
es,0.0010190483656031982,6.338299570764741,0.006459033818291262
cd8,0.0011758250372344596,5.491001710377538,0.006456457290559149
pancreatic,0.0014632489352251052,4.392389421709428,0.006427159144410336
receptor,0.0016200256068563664,3.8815637979434374,0.006288232747315019
brown,0.0007577539128844295,8.130059039992796,0.006160584049535969
datum,0.0015938961615844895,3.8259939467886266,0.006098237066031883
pathway,0.0016200256068563664,3.699242241149483,0.005992867156626896
cortex,0.0009406600297875677,6.338299570764741,0.005962185063038089
hippocampal,0.0007316244676125526,8.130059039992796,0.0059481501167933494
acute,0.001306472263593844,4.546540101536687,0.005939928537974821
identification,0.0015677667163126127,3.7733502133032046,0.005915732873407862
fibroblast,0.0014109900446813515,4.141074993428522,0.0058430155900065376
day,0.000862271693971937,6.743764678872906,0.005814957393399856
skin,0.001071307256146952,5.296845695936581,0.00567454922874761
polycomb,0.0008361422487000601,6.743764678872906,0.00563874656329683
infection,0.0013587311541375976,4.122725854760326,0.005601676058831411
treat,0.0014632489352251052,3.7993256997064653,0.005559359284668863
seq,0.0009145305845156907,6.050617498312961,0.005533474757413018
develop,0.0009145305845156907,6.050617498312961,0.005533474757413018
